@relation train_model

@attribute numHashtags numeric
@attribute numUpperCases numeric
@attribute numUrls numeric
@attribute sentimentScore numeric
@attribute cntFollowers numeric
@attribute cntFriends numeric
@attribute followers2friends numeric
@attribute diffInDays numeric
@attribute cntLists numeric
@attribute cntPosts numeric
@attribute cntAdjective numeric
@attribute cntAdverbs numeric
@attribute cntVerbs numeric
@attribute meanWordsPerSentence numeric
@attribute meanWordLength numeric
@attribute class {normal,spam,aggressive,bully}

@data
1,4.857143,0,2,91,183,0.497268,427,2,15250,6,4,7,13.286,8.011,normal
1,2.2,2,2,12211,6536,1.868268,639,88,16130,8,7,6,12.6,7.393,spam
1,1.6,0.2,2,69,670,0.102985,2020,0,906,8,3,10,17.2,6.447,normal
1,4,0,2,3,0,3,371,12,8408,0,0,0,6,5.729,spam
1.2,2.6,0.8,1.8,61,243,0.251029,379,8,9429,1,1,6,9,8.311,spam
1,1,0,1.8,5,5,1,404,0,741,11,4,9,17,6.39,normal
1,4.571429,0,1.71,91,183,0.497268,427,2,15250,9,3,9,12.286,10.747,normal
0.857143,6.142857,0,1.71,3910,3617,1.081006,648,11,14007,5,7,27,23.143,6.34,normal
1,1.5,0,1.67,141,1,141,459,0,5984,3,5,6,10.667,8.339,normal
1,5.166667,0,1.67,4,101,0.039604,1025,0,20743,3,0,2,6.833,7.373,normal
1,4.333333,1.166667,1.67,968,1333,0.726182,817,5,34900,4,1,3,12.167,8.332,spam
3,2.166667,2,1.67,0,0,0,301,1,230,6,4,10,14.833,8.179,spam
1,3,125,1.63,4,101,0.039604,1025,0,20743,2,1,6,7.125,6.083,normal
3.2,1,0.8,1.6,24753,23921,1.034781,1152,732,299542,2,2,10,11.2,9.886,normal
2.8,3.3,1.5,1.6,2792,4495,0.621135,2169,451,244536,11,5,30,17.3,6.639,spam
2.2,3.6,1.2,1.6,2792,4495,0.621135,2169,451,244536,5,2,16,19.6,6.135,spam
1.4,1.2,0.2,1.6,190,48,3.958333,427,0,6955,6,2,13,14.6,5.43,normal
1.1,1,0.3,1.6,559,735,0.760544,437,27,69572,9,1,17,15.6,6.771,normal
3,1,1.6,1.6,3089,609,5.07225,528,1524,106385,2,0,7,14.4,8.26,spam
3,0.2,2,1.6,234,4,58.5,541,14,30306,3,0,1,8.4,9.437,spam
3,2.2,2,1.6,8,0,8,310,3,725,2,1,7,13.6,8.768,aggressive
1,1,0.166667,1.5,20,160,125,368,1,782,5,3,16,13.333,8.092,normal
1,1,0.333333,1.5,20,160,125,368,1,782,10,4,20,15.667,5.966,normal
1,5.444444,1,1.44,1,48,0.020833,302,0,16,3,6,18,11.333,9.19,spam
1,4.714286,0.285714,1.43,124,1125,0.110222,406,12,8166,3,5,4,12.286,6.947,normal
3,2.571429,2,1.43,0,0,0,301,1,86,8,2,14,15.429,7.888,spam
1.2,0.6,0.8,1.4,95,71,1.338028,480,10,7139,4,4,15,18.2,6.914,normal
4.4,1.4,0.6,1.4,527,53,9.943396,2087,430,6685,3,3,9,17.2,6.757,normal
1,0.8,0,1.4,560,95,5.894737,711,12,34261,3,4,18,17.6,6.285,normal
3.4,2.8,1.6,1.4,2792,4495,0.621135,2169,451,244536,0,2,13,17,6.8,spam
2.2,3.6,1.6,1.4,1042,2929,0.355753,562,250,85895,4,1,13,17.8,7.132,spam
1,1.6,0.6,1.4,9,15,0.6,1143,0,69,4,3,6,8,8.777,normal
1,2.4,0.6,1.4,30,127,0.23622,362,0,5965,1,4,8,9,7.63,normal
1,0.6,0.2,1.4,59,23,2.565217,420,0,876,2,5,11,12.4,6.774,normal
2,1.2,0,1.4,104165,82246,1.266505,2553,758,104009,2,1,10,15.2,5.667,normal
1,3.5,125,1.38,6339,356,17.80618,1510,22,116723,5,6,28,16.25,6.66,normal
1,2125,0.75,1.38,3,46,0.065217,363,0,228,1,5,9,10.875,8.421,normal
2,0.666667,0.833333,1.33,945,1203,0.785536,1584,64,15558,4,4,7,10,9.229,normal
1,2.666667,0.166667,1.33,10339,3014,3.430325,1047,124,102931,4,3,19,12.5,6.894,normal
2.888889,2.777778,1,1.33,2792,4495,0.621135,2169,451,244536,7,1,34,17.111,7.092,spam
1,3.555556,0,1.33,4,101,0.039604,1025,0,20743,1,0,1,6,6.397,spam
3,0,1.833333,1.33,1,3,0.333333,317,0,176,7,4,13,15.333,7.365,spam
1,0.833333,0.166667,1.33,174,738,0.235772,381,0,10360,9,5,8,14.667,9.965,normal
1,2.833333,1,1.33,0,0,0,362,0,27,3,2,8,11.5,9.118,normal
1,9.25,0,1.25,3,0,3,371,12,8408,0,0,0,11,3.619,spam
1,3.5,0,1.25,174,738,0.235772,381,0,10360,3,1,5,10,11.63,normal
1.25,5125,875,1.25,0,0,0,362,0,27,10,9,13,13.875,8.408,normal
1,2.555556,0,1.22,3,0,3,371,12,8408,1,0,0,5.222,6.974,spam
1.2,2.2,1,1.2,1593,1720,0.926163,653,38,18774,6,10,16,14.8,6.69,normal
1.2,3.6,0.6,1.2,560,95,5.894737,711,12,34261,5,1,9,16.6,11.595,normal
1,3.6,0.4,1.2,1236,3108,0.397683,477,2,2949,2,5,22,17.8,5.402,normal
1.1,1.4,0.4,1.2,172,770,0.223377,2716,4,13969,4,5,17,10.6,8.122,normal
1.2,2,0.2,1.2,640,874,0.732265,2324,4,1232,3,2,15,14.4,5.775,normal
1,0.4,0.2,1.2,41,261,0.157088,1582,0,7955,2,1,10,11.4,8.264,normal
1,0.9,0.5,1.2,559,735,0.760544,437,27,69572,4,1,11,10.4,7.698,normal
1,1.6,1,1.2,78,148,0.527027,1496,4,15472,4,2,8,9.6,10.75,normal
1,5,0.2,1.2,22,56,0.392857,2677,2,3224,3,1,4,10,7.179,normal
1.9,3.6,0.3,1.2,46,47,0.978723,652,25,43553,3,2,12,11,9.698,normal
1,0.4,0.2,1.2,77,128,0.601563,383,3,9140,6,5,22,13.5,6.755,normal
1.1,1.1,0.3,1.2,13,23,0.565217,377,1,1265,3,1,5,12,6.417,normal
1,1.8,0.2,1.2,174,738,0.235772,381,0,10360,3,2,8,13,8.058,normal
3,0.4,2,1.2,50,65,0.769231,213,34,3119,13,3,9,13.5,10.12,spam
1,1.6,0,1.2,37774,28511,1.324892,2541,2726,271172,8,2,25,24.6,4.354,normal
1,0.833333,0.166667,1.17,13,23,0.565217,377,1,1265,3,3,13,16.167,6.538,normal
0.833333,1.666667,0.333333,1.17,104,144,0.722222,399,3,6133,6,1,11,12,8.879,normal
2.857143,2.857143,1,1.14,2792,4495,0.621135,2169,451,244536,4,1,21,17.143,6.097,spam
1.142857,1.142857,0.571429,1.14,968,1333,0.726182,817,5,34900,4,2,11,15.143,7.101,normal
1.142857,1.714286,0.428571,1.14,224,362,0.618785,2315,2,11519,6,1,15,14.714,6.446,normal
1,1.142857,0.285714,1.14,174,738,0.235772,381,0,10360,7,0,2,9.429,10.64,normal
1,4875,375,1.13,560,95,5.894737,711,12,34261,6,3,8,14,9.451,normal
1,3,125,1.13,41,261,0.157088,1582,0,7955,3,5,14,11.625,7.225,normal
1,2.25,625,1.13,968,1333,0.726182,817,5,34900,4,1,5,9.125,8.972,normal
1125,2125,0,1.13,37774,28511,1.324892,2541,2726,271172,6,10,41,23.625,4.342,normal
1,1.333333,0.222222,1.11,104,144,0.722222,399,3,6133,3,1,8,8.667,8.041,normal
3.8,1.6,0.8,1.1,660,609,1.083744,995,105,129034,0,2,4,10.2,12.958,normal
1,0.9,0.5,1.1,49,114,0.429825,387,1,3518,7,5,9,9.5,8.322,normal
1.1,1.6,0.4,1.1,18,7,2.571429,364,8,15536,3,1,9,9.8,7.682,normal
1.142857,0.571429,1,1,17,29,0.586207,2675,0,1993,2,3,15,15.857,7.385,aggressive
1,0,1,1,71,77,0.922078,2094,0,6059,3,5,17,13.5,8.161,normal
1,6.6,0.4,1,560,95,5.894737,711,12,34261,6,6,7,15.2,11.674,normal
0.777778,1,0.333333,1,42,415,0.101205,1136,0,1502,8,11,21,15.556,6.6,normal
2.428571,1.428571,1,1,24753,23921,1.034781,1152,732,299542,6,1,13,16.286,6.716,normal
1,2.6,0.2,1,1473,1914,0.769592,522,1,4991,2,1,12,12,5.708,normal
3125,2875,1.25,1,2792,4495,0.621135,2169,451,244536,4,2,20,16.625,6.88,spam
1,11,1,1,1792,882,2.031746,1991,6,25432,6,0,6,15,13.178,spam
3.9,2.4,1,1,660,609,1.083744,994,105,129034,1,2,6,12.1,9.739,aggressive
1.7,0.8,0.7,1,660,609,1.083744,994,105,129034,5,0,5,11.7,10.879,aggressive
1.2,2.2,0.8,1,1043,359,2.905292,397,3,10333,0,0,0,11,6.398,spam
2.142857,3.428571,0.428571,1,1364,1309,1.042017,1583,12,25160,4,4,8,15,6.011,normal
1,1.4,0.2,1,167,109,1.53211,1366,1,14571,5,0,4,15.2,6.292,normal
1,2.2,0.2,1,167,109,1.53211,1366,1,14571,5,0,6,15,6.727,normal
1,1.428571,0.285714,1,190,48,3.958333,427,0,6955,3,4,14,15.429,5.238,spam
0.857143,0.714286,0.428571,1,104,189,0.550265,329,0,8304,1,2,5,10.6,8.804,normal
1,2.8,0.6,1,104,189,0.550265,329,0,8304,5,3,9,12,12.337,normal
1,0.6,0.2,1,1303,60,21.716667,1181,4,9780,1,2,3,8.2,7.048,normal
1,4.3,0.6,1,559,735,0.760544,437,27,69572,4,1,10,11.7,8.191,spam
1,3,0.833333,1,78,148,0.527027,1496,4,15472,3,2,4,12.5,7.957,normal
1,0.666667,0.333333,1,968,1333,0.726182,817,5,34900,2,0,1,7.667,8.896,normal
1.111111,4.666667,0.444444,1,968,1333,0.726182,817,5,34900,2,3,11,14.778,6.921,normal
0.8,2.8,0.4,1,16,62,0.258065,2146,0,2296,5,2,2,14.2,6.525,normal
1,1.25,0.25,1,22,56,0.392857,2677,2,3224,5,2,8,11.875,6.821,normal
1.1,1.7,0.5,1,0,2,0,394,0,15,5,0,16,11.6,8.018,normal
1375,4.25,0,1,46,47,0.978723,652,25,43553,3,1,5,9.3,9.013,spam
1.8,3.4,0,1,46,47,0.978723,652,25,43553,0,0,8,17.625,7.029,normal
1.5,2.5,0.3,1,46,47,0.978723,652,25,43553,0,0,10,17.2,7.267,normal
1,1.2,0,1,30,127,0.23622,362,0,5965,0,2,5,9.8,8.302,normal
0.888889,4.333333,0.333333,1,13,23,0.565217,377,1,1265,5,5,7,10.889,7.86,normal
3,0.285714,1.714286,1,1,3,0.333333,317,0,176,15,2,10,16.571,6.834,spam
1,1.5,0.5,1,1,13,0.076923,411,0,192,1,1,5,9.6,8.13,normal
1,4.2,0.2,1,0,4,0,362,0,140,7,3,10,12.167,7.99,normal
2.5,2,0.833333,1,513,0,513,471,264,99093,0,0,11,12.667,10.138,normal
3.333333,2,1,1,55,0,55,375,70,28079,0,0,6,11.167,11.551,bully
3,0.166667,1,1,55,0,55,375,70,28079,0,0,11,11,11.727,spam
2.6,0.8,1,1,55,0,55,375,70,28079,0,0,12,11.6,11.091,spam
2.8,0.7,1,1,55,0,55,375,70,28079,3,1,7,13.5,8.68,normal
1,0.6,0.2,1,18,7,2.571429,364,8,15536,1,0,7,7.8,6.762,normal
1,5.333333,0,1,174,738,0.235772,381,0,10360,6,1,3,11.4,8.695,normal
875,4125,125,1,174,738,0.235772,381,0,10360,3,2,15,13.2,7.369,normal
1,1,0.6,1,178,240,0.741667,1833,1,7505,0,0,10,11.286,11.424,normal
3,1.4,2,1,112,65,1.723077,213,19,3036,0,0,12,11.286,11.424,spam
3.2,1.8,2,1,7,38,0.184211,384,2,1796,0,0,18,12.2,10.549,spam
3.2,1,1,1,6,0,6,376,6,885,0,0,13,11.7,11.017,bully
2.571429,1.142857,1,1,6,0,6,376,6,885,0,0,12,11.286,11.424,bully
3.4,1.6,1,1,6,0,6,376,6,885,0,0,13,11.9,10.864,bully
2.6,1.1,1,1,6,0,6,376,6,885,0,0,13,11.889,10.785,bully
2.6,1.1,1,1,6,0,6,376,6,885,0,0,13,11.889,10.785,bully
3,0.777778,1,1,6,0,6,376,6,885,0,0,9,11.333,11.392,bully
3.1,0.8,1,1,6,0,6,376,6,885,0,0,9,11.333,11.392,spam
2.714286,0.714286,1,1,6,0,6,376,6,885,0,0,21,12.5,10.26,spam
2.888889,0.888889,1,1,6,0,6,376,6,885,0,0,10,11.286,11.424,spam
3,0.777778,1,1,6,0,6,376,6,885,0,0,13,11.3,11.409,spam
2.888889,0.888889,1,1,6,0,6,376,6,885,0,0,13,11.3,11.409,spam
2.571429,1.142857,1,1,6,0,6,376,6,885,2,2,6,10.2,6.962,spam
2.714286,0.714286,1,1,6,0,6,376,6,885,11,0,7,9.444,10.732,aggressive
2.9,1,1,1,6,0,6,376,6,885,4,2,7,12.75,10.771,aggressive
2.111111,0.222222,1.222222,1,6,0,6,402,0,568,10,4,10,15.222,18.381,normal
3.166667,2.166667,2,1,0,0,0,298,0,60,7,1,4,12.5,8.251,spam
1.166667,1.833333,1,1,0,0,0,362,0,27,8,3,18,18.4,5.636,normal
1,2.4,0.2,1,0,0,0,362,0,27,1,4,6,10.4,7.527,normal
1,2,0.4,1,0,0,0,362,0,27,6,4,20,15.833,7.807,normal
1.2,3,0,1,37774,28511,1.324892,2541,2726,271172,4,5,19,20.2,4.828,normal
3.4,2.9,0.5,0.9,22,211,0.104265,181,0,217,10,6,38,19.4,6.016,normal
3.1,1.4,0.8,0.9,660,609,1.083744,994,105,129034,0,0,8,12.3,10.307,bully
3.2,2,0.8,0.9,660,609,1.083744,994,105,129034,0,2,9,13.3,9.893,spam
1.7,1.1,0.7,0.9,660,609,1.083744,994,105,129034,0,2,7,11.7,10.681,normal
1.6,2.2,0.2,0.9,276,1104,0.25,576,23,35612,1,0,4,8.8,10.367,normal
1,2.3,0.5,0.9,190,48,3.958333,427,0,6955,8,6,18,14.8,5.335,spam
1.1,1.9,0.6,0.9,104,189,0.550265,329,0,8304,5,2,10,14.6,7.287,normal
1,2.6,0.6,0.9,559,735,0.760544,437,27,69572,2,2,11,12.8,7.695,normal
1.1,2.3,0.8,0.9,188,299,0.628763,1655,6,20942,6,11,13,15.8,6.907,normal
1,2.3,0,0.9,104,144,0.722222,399,3,6133,7,2,13,13.5,7.482,normal
1.2,0.2,0.3,0.9,14,11,1.272727,360,0,2187,0,0,17,12.4,10.379,spam
3.3,1.4,1,0.9,6,0,6,376,6,885,2,6,14,10.3,7.856,normal
1.1,2,0,0.9,37774,28511,1.324892,2541,2726,271172,6,7,46,20.9,4.733,normal
1.111111,1.222222,0.888889,0.89,71,77,0.922078,2094,0,6059,10,6,18,14.778,7.088,normal
1,2.666667,0.777778,0.89,78,148,0.527027,1496,4,15472,7,7,15,14.778,7.162,normal
1.111111,6.555556,0.111111,0.89,174,738,0.235772,381,0,10360,8,1,5,13.778,13.353,normal
1,3.333333,0.666667,0.89,0,0,0,362,0,27,10,6,24,16,7.288,normal
1125,7,875,0.88,3910,3617,1.081006,648,11,14007,7,0,14,13.375,9.108,spam
1,3.25,0.75,0.88,968,1333,0.726182,817,5,34900,3,2,2,8.625,9.911,normal
1125,1,625,0.88,49,114,0.429825,387,1,3518,4,2,6,11.5,9.012,normal
1.142857,0,0.714286,0.86,1149,1078,1.065863,2420,45,185251,10,0,13,15.714,6.936,normal
1.285714,1,0,0.86,640,874,0.732265,2324,4,1232,4,4,17,10.286,5.713,normal
1,2.857143,0.571429,0.86,30,127,0.23622,362,0,5965,3,0,10,12.571,7.814,normal
0.857143,0.857143,0.285714,0.86,13,23,0.565217,377,1,1265,2,2,14,12,6.518,normal
1,0.571429,0.285714,0.86,9,10,0.9,412,1,667,5,8,22,14.286,6.604,normal
1.333333,0.5,1,0.83,1577,180,8.761111,234,98,48587,6,3,10,10.167,9.894,normal
1.333333,0.5,1,0.83,1577,180,8.761111,234,98,48587,6,3,10,10.167,9.894,normal
2.333333,1.333333,0.5,0.83,1862,1717,1.08445,290,41,20139,4,3,16,14.833,6.461,normal
1,2,0.166667,0.83,167,109,1.53211,1366,1,14571,2,0,5,12.667,6.696,normal
1.166667,4.166667,0.5,0.83,4,32,125,418,0,585,5,3,10,15.167,6.739,spam
1,3,0.5,0.83,49,114,0.429825,387,1,3518,5,2,9,13.5,7.191,normal
1.166667,3.333333,0.333333,0.83,519,189,2.746032,884,13,50097,8,4,13,15.833,6.226,normal
1,0,0,0.83,18,7,2.571429,364,8,15536,2,5,11,9.667,6.25,normal
3,0.166667,2,0.83,8,41,0.195122,152,5,156,5,3,8,13.5,8.076,aggressive
3.166667,2.333333,2,0.83,0,0,0,298,0,129,10,4,12,15.167,8.284,spam
1,1.2,0.3,0.8,25,47,0.531915,459,2,2389,10,9,30,16.4,5.615,normal
1,1.2,0.3,0.8,25,47,0.531915,459,2,2389,10,9,30,16.4,5.615,normal
1,5.2,1.2,0.8,102,115,0.886957,395,7,10540,5,4,14,15.8,6.748,spam
1.2,5,0.4,0.8,560,95,5.894737,711,12,34261,4,0,9,17.2,10.509,normal
3.2,2.4,1.2,0.8,1690,1978,0.854398,660,220,38306,3,1,6,12.6,9.495,normal
2.1,1.1,0.8,0.8,1466,1307,1.121653,605,110,1258,9,3,18,15.1,6.607,normal
1.4,3,0.6,0.8,799,653,1.223583,579,3,28103,2,1,6,10.6,6.687,normal
2.6,0.8,1.4,0.8,24753,23921,1.034781,1152,732,299542,3,4,8,14,8.344,normal
3.4,2,2,0.8,13723,50,274.46,791,3723,741098,3,1,5,13.4,8.927,normal
2,1.2,0.4,0.8,286,59,4.847458,342,3,5907,5,8,20,16.6,5.201,normal
1,4.8,0.6,0.8,286,59,4.847458,342,3,5907,1,0,11,13.6,5.314,normal
1.4,3.6,0.4,0.8,286,59,4.847458,342,3,5907,1,5,20,15.8,6.947,normal
2.6,1.9,1,0.8,660,609,1.083744,994,105,129034,1,0,7,11.9,10.854,bully
3.2,1.2,1,0.8,660,609,1.083744,994,105,129034,0,0,10,12,10.481,bully
3,1.6,0.9,0.8,660,609,1.083744,994,105,129034,1,0,6,11.6,10.489,bully
2.3,2.2,0.8,0.8,660,609,1.083744,994,105,129034,1,0,7,12.6,10.293,spam
4,2,1,0.8,660,609,1.083744,994,105,129034,1,1,6,11.9,11.053,normal
1.4,1.4,0.8,0.8,175,149,1.174497,1783,3,10388,5,4,4,15.4,7.257,normal
1.2,0.4,0.2,0.8,241,255,0.945098,819,2,3658,4,2,11,10.6,10.444,normal
1.2,0.4,0.6,0.8,549,485,1.131959,867,2,4855,6,3,15,14.2,7.603,spam
1,3,0.4,0.8,167,109,1.53211,1366,1,14571,4,0,1,10,6.259,normal
1,2.4,0.4,0.8,104,189,0.550265,329,0,8304,4,2,8,10.8,6.845,normal
1,0.4,0.6,0.8,104,189,0.550265,329,0,8304,6,1,13,11.8,6.985,normal
1,2.6,0.3,0.8,104,189,0.550265,329,0,8304,9,4,13,10.6,7.755,normal
1,1.4,0.8,0.8,188,299,0.628763,1655,6,20942,2,2,14,13.2,10.509,normal
1,0.8,0.6,0.8,78,148,0.527027,1496,4,15472,1,0,1,9.6,10.401,normal
1.1,1.5,0.7,0.8,968,1333,0.726182,817,5,34900,9,2,12,12.7,7.651,normal
1,2,0.6,0.8,49,114,0.429825,387,1,3518,6,5,13,11.7,8.843,normal
1,2.6,0.7,0.8,49,114,0.429825,387,1,3518,3,0,0,7.2,8.987,normal
1,2,0.8,0.8,22,56,0.392857,2677,2,3224,1,3,8,13.2,7.189,normal
3,1.4,2,0.8,43,41,1.04878,152,7,3818,8,3,6,14.4,7.573,spam
1.1,3.5,0.1,0.8,327,151,2.165563,436,9,46996,2,2,9,13,6.994,normal
1,0.1,0.1,0.8,327,151,2.165563,436,9,46996,3,2,19,9.4,7.712,normal
0.8,0.2,0.4,0.8,327,151,2.165563,436,9,46996,7,4,23,14.3,5.921,normal
1.6,2.2,0.3,0.8,46,47,0.978723,652,25,43553,4,1,5,6.5,11.884,normal
1.7,1.6,0.2,0.8,46,47,0.978723,652,25,43553,7,0,8,11.4,9.11,normal
0.9,0.2,0.2,0.8,30,127,0.23622,362,0,5965,2,4,3,9.3,9.812,normal
1,3.6,0.6,0.8,30,127,0.23622,362,0,5965,3,1,5,11.4,8.526,normal
1,0.4,0.6,0.8,1,48,0.020833,402,0,272,5,0,5,10.2,10.033,normal
1.7,1.7,0.3,0.8,34,7,4.857143,410,6,40577,4,2,13,11.1,8.749,normal
2,0,0.4,0.8,59,120,0.491667,398,1,24269,1,4,3,8,9.939,spam
1,0.1,0.2,0.8,40,8,5,384,4,10896,5,4,7,13.2,8.155,normal
1,7.5,0,0.8,174,738,0.235772,381,0,10360,7,1,12,13.6,8.701,normal
2.6,1,1.2,0.8,126,7,18,328,39,5112,0,0,4,11.4,10.512,normal
3,0,2,0.8,50,64,0.78125,213,37,3384,1,1,13,11.8,10.42,spam
3,1.9,1,0.8,1,0,1,377,3,2402,0,0,18,12,10.703,bully
3.4,2,1,0.8,1,0,1,377,3,2402,10,7,19,11,6.122,spam
2.8,1.7,0.8,0.8,1,0,1,377,3,2402,0,0,19,13,9.844,spam
3.4,2.3,1,0.8,6,0,6,376,6,885,11,0,6,15.3,11.812,spam
1,1.4,1,0.8,0,0,0,362,0,27,5,1,4,10,8.879,normal
1,2.2,0,0.8,37774,28511,1.324892,2541,2726,271172,2,7,25,21,4.641,normal
1.2,3,0,0.8,37774,28511,1.324892,2541,2726,271172,5,5,26,23.8,4.128,normal
1.888889,0.555556,0.444444,0.78,3742,3746,0.998932,2225,181,156463,9,12,20,15.778,6.587,normal
0.888889,1.111111,0.666667,0.78,104,189,0.550265,329,0,8304,7,2,12,11.333,7.987,spam
1.25,0.5,1,0.75,150,83,1.807229,287,2,1584,12,7,20,16,7.094,normal
1,3125,625,0.75,29,203,0.142857,737,0,3539,1,0,6,13,8.526,spam
1,2,375,0.75,78,148,0.527027,1496,4,15472,1,1,3,11.25,8.56,normal
1.142857,4,0.714286,0.71,3422,1402,2.440799,1649,71,123668,2,7,12,11.143,7.082,bully
1,0.428571,1,0.71,175,149,1.174497,1783,3,10388,2,2,6,7.571,10.348,normal
1,1,0.142857,0.71,1,2,0.5,605,0,7458,1,3,5,9.429,8.646,normal
1,1.142857,0.428571,0.71,20,160,125,368,1,782,3,5,7,10.143,6.341,normal
0.857143,1,0,0.71,20,160,125,368,1,782,6,3,12,11.286,7.697,normal
2.9,1.7,1,0.7,660,609,1.083744,994,105,129034,0,1,9,12.6,10.429,bully
3,1.1,0.9,0.7,660,609,1.083744,994,105,129034,1,0,15,13,9.962,bully
2.4,1.4,0.8,0.7,660,609,1.083744,994,105,129034,2,2,6,12.1,10.699,bully
3.8,2.1,1,0.7,660,609,1.083744,994,105,129034,1,5,12,13.6,9.431,spam
3.1,2.1,0.8,0.7,660,609,1.083744,994,105,129034,0,2,13,11.9,10.77,spam
1.2,4.8,0.5,0.7,175,149,1.174497,1783,3,10388,2,3,18,8.7,9.533,normal
0.9,4.5,0.7,0.7,29,203,0.142857,737,0,3539,6,3,8,13.4,7.739,normal
1.1,2,0.1,0.7,455,358,1.27095,2286,4,7587,10,5,32,16.9,6.068,normal
2,0.9,0.3,0.7,29,54,0.537037,954,5,28626,5,3,18,12.1,7.871,normal
1.2,1.5,0.1,0.7,29,54,0.537037,954,5,28626,2,2,16,11,7.439,normal
1,1.8,0.1,0.7,13,23,0.565217,377,1,1265,8,6,14,10.3,7.705,normal
1,1.2,0.2,0.7,5,10,0.5,407,1,3945,3,4,13,11.2,8.437,normal
1.7,1.7,0.2,0.7,83,29,2.862069,426,40,33809,5,2,10,11.7,9.683,spam
1.7,2.6,0.5,0.7,36,93,0.387097,380,1,8439,2,0,7,7.5,10.956,normal
2.6,1.6,0.8,0.7,1,0,1,377,3,2402,0,0,14,11.2,10.873,bully
2.7,1.2,1,0.7,1,0,1,377,3,2402,1,1,18,15,8.861,spam
3.5,1.5,0.4,0.7,1,0,1,377,3,2402,0,0,8,13.1,9.528,spam
3.4,1.8,0.8,0.7,1,0,1,377,3,2402,1,4,16,13.2,10.19,aggressive
1.7,3.6,0.4,0.7,1,78,0.012821,551,1,2203,7,1,18,9.7,9.943,normal
2,2.8,0,0.7,2,12,0.166667,339,0,1632,0,0,23,13.1,9.728,normal
3.7,2,1,0.7,6,0,6,376,6,885,7,7,36,16.9,6.227,bully
1.1,5.2,0.6,0.7,0,0,0,362,0,27,13,5,25,15,7.567,normal
1,4.333333,1,0.67,783,2138,0.36623,774,61,116025,5,1,14,14.167,10.591,normal
4.666667,0.333333,1,0.67,384,897,0.428094,379,16,7420,7,3,12,15.167,8.096,normal
2.166667,1.166667,0.666667,0.67,1466,1307,1.121653,605,110,1258,6,4,15,15.833,6.706,normal
3,1.166667,1.333333,0.67,24753,23921,1.034781,1152,732,299542,2,1,5,12,9.56,spam
2.833333,1.5,0.5,0.67,660,609,1.083744,994,105,129034,3,1,4,11.833,10.747,bully
1,3,0.5,0.67,190,48,3.958333,427,0,6955,2,0,13,13,5.402,normal
1,5.333333,0.666667,0.67,69,670,0.102985,2020,0,906,8,4,7,12,8.131,normal
1,0.555556,0.444444,0.67,104,189,0.550265,329,0,8304,13,3,7,13.667,7.291,normal
2,3,0,0.67,2,43,0.046512,762,0,6199,7,3,10,10.333,6.16,normal
1,1.333333,0.5,0.67,49,46,1.065217,424,3,5622,4,2,15,15,6.621,normal
1,2.5,0.666667,0.67,30,127,0.23622,362,0,5965,5,1,5,11.5,7.096,normal
1.333333,1.444444,0.333333,0.67,29,54,0.537037,954,5,28626,3,0,9,10.889,9.19,normal
2,1,0.166667,0.67,29,54,0.537037,954,5,28626,1,2,8,9.167,9.214,normal
1,1.333333,0,0.67,1,2,0.5,605,0,7458,2,0,4,9.833,8.501,normal
2,0,0,0.67,83,29,2.862069,426,40,33809,3,1,6,8.5,7.821,normal
1.166667,1.333333,0,0.67,174,738,0.235772,381,0,10360,0,0,0,12,4.684,normal
1,4.5,0,0.67,82,283,0.289753,379,0,7433,8,3,5,16.333,8.155,normal
1,2,0,0.67,0,0,0,421,0,4686,6,8,15,11.167,7.829,spam
1,0.333333,0.166667,0.67,19,125,152,334,0,1415,7,4,14,16.167,6.871,normal
1,0.333333,0.166667,0.67,20,160,125,368,1,782,5,1,13,10.833,7.341,normal
3,1.25,1,0.63,1466,1307,1.121653,605,110,1258,9,2,6,15.125,7.929,normal
1.25,1125,0.5,0.63,175,149,1.174497,1783,3,10388,4,1,12,11.25,7.594,normal
1,875,0.5,0.63,61,243,0.251029,379,8,9429,11,2,14,12.875,10.188,normal
1125,1.75,0.25,0.63,372,610,0.609836,563,1,3902,0,1,8,9.625,5.936,spam
1,1625,0,0.63,15,101,0.148515,1655,1,836,3,0,13,9.125,6.422,spam
1125,3875,0.25,0.63,0,0,0,369,0,708,2,1,15,13,7.299,normal
1.2,1.8,1,0.6,29,30,0.966667,2384,1,12059,3,3,4,9.2,8.136,normal
2,0.4,1,0.6,86,227,0.378855,305,4,823,4,3,10,11.8,9.86,normal
1.4,0.8,1,0.6,585,1086,0.538674,2298,224,37771,4,1,7,8.8,7.67,normal
4,0.6,0.8,0.6,1577,180,8.761111,234,98,48587,2,1,10,15,7.741,normal
4,0.6,0.8,0.6,1577,180,8.761111,234,98,48587,2,1,10,15,7.741,normal
1.8,1.4,1,0.6,351,520,675,2717,40,16095,5,2,9,12,9.426,normal
3,1.4,0.6,0.6,1820,2695,0.675325,2771,177,43346,2,4,16,14,9.113,normal
3.6,0.2,1,0.6,945,1203,0.785536,1584,64,15558,2,1,8,11.4,10.422,spam
2.6,1.1,0.7,0.6,527,53,9.943396,2087,430,6685,5,4,28,15.6,6.771,normal
1,0.6,0.8,0.6,306,879,0.348123,828,5,6094,5,6,8,11.2,7.86,normal
3.6,1.6,1,0.6,15338,9083,1.688649,476,428,251637,4,2,11,16,7.576,normal
