@relation train_model

@attribute numHashtags numeric
@attribute numUpperCases numeric
@attribute numUrls numeric
@attribute sentimentScore numeric
@attribute cntFollowers numeric
@attribute cntFriends numeric
@attribute followers2friends numeric
@attribute diffInDays numeric
@attribute cntLists numeric
@attribute cntPosts numeric
@attribute cntAdjective numeric
@attribute cntAdverbs numeric
@attribute cntVerbs numeric
@attribute meanWordsPerSentence numeric
@attribute meanWordLength numeric
@attribute class {normal,spam,aggressive,bully}

@data
2.7,1.3,0.8,0.1,1,0,1,377,3,2402,0,0,9,10.6,11.895,aggressive
1.2,2.4,0.5,0.1,0,0,0,369,0,708,3,3,11,13.4,8.227,spam
1.6,3,0.9,0.1,0,0,0,369,0,708,3,4,19,8.9,12.649,normal
1.2,3.3,0.2,0.1,0,0,0,369,0,708,6,1,10,12.4,7.791,normal
1.4,5.9,0.2,0.1,0,0,0,369,0,708,0,3,13,11.7,8.36,normal
1,3.3,0,0.1,0,5,0,405,0,149,0,0,0,14.1,5.543,spam
1,2,0,0.1,0,5,0,405,0,149,0,0,14,8.4,5.501,spam
1,4.1,0,0.1,0,5,0,405,0,149,0,0,1,17.3,6.042,normal
1.4,0.4,0.6,0,44,149,0.295302,1254,4,2728,2,0,3,8,12.404,normal
2.666667,0,1,0,1413,1404,1.00641,1190,0,64125,0,0,0,3.667,15.06,spam
3,0.4,1,0,1574,433,3.635104,2807,228,212219,1,2,4,9,10.79,normal
1,0.4,0.6,0,714,485,1.472165,468,22,935,0,2,5,7,10.905,normal
3.4,1.8,0.8,0,385,66,5.833333,769,32,23857,1,2,11,13.8,7.3,normal
1.2,2.4,0.8,0,783,2138,0.36623,774,61,116025,2,5,13,14,10.955,normal
0.8,0.6,0.8,0,1844,2000,922,971,103,63458,5,4,13,15.6,6.91,normal
2.2,0.4,1,0,623,850,0.732941,1374,24,4541,2,4,11,11.8,7.693,bully
2,0.2,1,0,623,850,0.732941,1374,24,4541,6,3,7,12,8.202,bully
2,1.6,1,0,623,850,0.732941,1374,24,4541,4,4,10,12.6,7.447,bully
1,1.6,0.3,0,147,293,0.501706,1116,0,638,6,7,34,10.3,8.334,normal
2,1.6,0,0,466,634,0.735016,1526,36,10631,3,2,16,13.8,5.797,normal
1.666667,1.666667,0.333333,0,1666,416,4.004808,1356,92,45356,5,1,10,13.333,5.836,normal
1.8,1,1,0,240,1749,0.137221,150,27,3918,6,1,17,14.6,7.028,normal
3.714286,0.857143,1,0,15338,9083,1.688649,476,428,251637,9,2,15,17,7.084,spam
4,1,1,0,15338,9083,1.688649,476,428,251637,6,0,6,16,7.717,normal
3.6,1.2,1,0,15338,9083,1.688649,476,428,251637,11,0,6,17,7.07,normal
3.8,1.2,1,0,15338,9083,1.688649,476,428,251637,8,3,11,16.667,7.296,normal
3.833333,1.166667,1,0,15338,9083,1.688649,476,428,251637,5,1,8,17,7.165,normal
3.8,1.2,1,0,15338,9083,1.688649,476,428,251637,4,1,9,17,7.174,normal
1,0.833333,0.5,0,577,712,0.810393,1197,4,23343,6,1,1,12.333,7.13,normal
1.2,1.6,0,0,974,1176,0.828231,468,74,41054,3,5,17,14.6,5.308,normal
2,1.857143,0.714286,0,577,534,1.080524,547,305,9542,3,3,24,16.286,6.511,spam
1.166667,2.666667,1.166667,0,637,1669,0.381666,2234,10,51452,6,2,11,12.167,7.307,normal
1,0,2,0,157,251,0.625498,978,7,19408,6,0,6,9.333,9.36,normal
1.142857,0,1.714286,0,1058,1855,0.57035,669,107,46136,5,1,9,9.571,8.709,spam
2,6.571429,1,0,978,285,3.431579,2803,74,249955,19,1,5,15.714,6.4,spam
1,2.2,0,0,171,274,0.624088,345,1,5953,0,0,0,6,4.867,spam
1.5,2.1,1.4,0,269,769,0.349805,437,31,135737,6,3,17,15.1,7.685,normal
2.7,0.8,0.4,0,18,152,0.118421,181,2,137,4,4,21,15.1,6.96,bully
3.6,0.7,0.7,0,18,152,0.118421,181,2,137,3,1,14,12.5,7.771,normal
3,0.833333,1.166667,0,18,152,0.118421,181,2,137,13,11,30,19.2,6.203,normal
3,2,2,0,4883,3189,1.531201,801,1952,265154,4,1,1,11.4,8.479,spam
3,2.166667,2,0,4883,3189,1.531201,801,1952,265154,5,0,1,11,8.204,spam
3,2.4,2,0,4883,3189,1.531201,801,1952,265154,2,0,0,10.4,8.98,normal
3,2,2.2,0,4883,3189,1.531201,801,1952,265154,1,0,0,10.8,7.79,normal
3,2,2,0,4883,3189,1.531201,801,1952,265154,2,0,0,10.833,7.978,normal
3,2.4,2,0,4883,3189,1.531201,801,1952,265154,2,0,1,10.8,8.229,normal
3,3.4,2,0,4883,3189,1.531201,801,1952,265154,2,0,0,12.6,7.515,normal
3.285714,1.857143,0.857143,0,22,211,0.104265,181,0,217,2,4,15,15.571,7.02,normal
1,0.75,1.25,0,26289,26151,1.005277,1137,233,172823,5,0,8,7.75,7.724,normal
1.2,0.2,1.8,0,582,2117,0.274917,3500,69,87564,4,0,4,8,9.539,spam
2.8,1.4,1.6,0,13723,50,274.46,791,3723,741098,4,1,11,15.8,7.458,spam
1,0.2,2,0,797,2303,0.34607,2127,7,884,6,0,5,9.8,9.161,spam
1,1.8,0.5,0,10339,3014,3.430325,1047,124,102931,4,9,28,9.3,8.699,normal
1,0.142857,2,0,20028,9318,2.149388,1341,172,286034,8,0,7,9.571,9.315,normal
1.285714,0.285714,0.857143,0,723,452,1.599558,893,6,99237,5,2,2,7.286,9.523,spam
1.166667,4.833333,0.5,0,2829,2196,1.288251,1072,8,31721,5,4,13,11.167,6.331,normal
1.333333,3.166667,0.5,0,1473,1914,0.769592,522,1,4991,1,1,1,9.167,8.17,spam
2,2,1,0,713,1626,0.438499,1436,44,374900,4,4,14,14.429,6.672,spam
2,2.857143,1,0,713,1626,0.438499,1436,44,374900,4,4,4,14.4,5.975,spam
2,2.8,1,0,713,1626,0.438499,1436,44,374900,1,0,6,13.286,6.702,spam
2,2.2,1,0,713,1626,0.438499,1436,44,374900,7,1,8,12.125,7.226,normal
2,2.857143,1,0,713,1626,0.438499,1436,44,374900,4,3,8,13.6,7.052,normal
2,2.5,1,0,713,1626,0.438499,1436,44,374900,3,2,5,12,6.957,normal
2,2.5,1,0,713,1626,0.438499,1436,44,374900,8,3,8,12.7,6.832,normal
2,2.3,1,0,713,1626,0.438499,1436,44,374900,5,4,9,12.1,7.31,normal
1,2.6,0.2,0,2051,2025,1.01284,1729,35,482944,4,0,4,7.5,4.555,normal
1,2.1,0,0,2051,2025,1.01284,1729,35,482944,0,0,6,7.6,5.963,normal
1,2.2,0,0,2051,2025,1.01284,1729,35,482944,2,0,2,9.2,5.491,normal
4.4,2.6,1,0,2635,2395,1.100209,1799,76,248343,10,0,9,14,6.495,spam
1.166667,0,0.833333,0,1,1120,0.000893,496,0,985,0,0,2,4.333,17.268,spam
1.2,2.6,0.6,0,1092,1595,0.684639,737,2,12482,4,4,9,10.4,6.824,normal
1,0,0,0,124,1125,0.110222,406,12,8166,1,2,8,8.857,7.877,normal
1,0,0.4,0,3218,1248,2.578526,1187,22,94498,4,1,5,8.8,7.392,normal
1,0,0.111111,0,3218,1248,2.578526,1187,22,94498,2,0,1,5.625,8.118,normal
1,125,375,0,3218,1248,2.578526,1187,22,94498,3,1,1,6,6.558,normal
1,0.222222,0.111111,0,3218,1248,2.578526,1187,22,94498,3,0,0,7.1,7.123,normal
1,0,0.1,0,3218,1248,2.578526,1187,22,94498,4,0,0,7.333,6.989,normal
1,0,0,0,3,226,0.013274,473,0,2691,5,0,12,11.167,4.999,spam
1,5.2,0.6,0,1482,972,1.524691,1053,113,139358,0,0,12,11.4,9.879,normal
1.25,1125,1,0,295,449,0.657016,214,11,137559,6,6,18,16.125,7.083,normal
2.25,1,1,0,660,609,1.083744,994,105,129034,0,1,5,12.4,10.649,bully
3.8,2.7,0.8,0,660,609,1.083744,995,105,129034,4,0,6,11.875,10.254,normal
1,11.2,0.6,0,28,32,875,633,1,375,1,2,12,18.8,4.783,spam
1,2.555556,0.444444,0,1043,359,2.905292,397,3,10333,4,1,14,12.889,6.37,spam
1,1,0.2,0,1364,1309,1.042017,1583,12,25160,1,2,1,12.6,6.122,spam
2,0.6,0.4,0,1364,1309,1.042017,1583,12,25160,0,3,2,15.4,6.778,normal
1.4,1.1,0,0,276,1104,0.25,576,23,35612,1,0,4,8.1,10.504,normal
3,2,2,0,1214,988,1.228745,1413,3,1779,12,0,0,16,7.438,spam
3,2,2,0,1214,988,1.228745,1413,3,1779,14,0,0,16,7.438,spam
3,2.166667,2,0,1214,988,1.228745,1413,3,1779,10,0,0,16,7.375,spam
3,2,2,0,1214,988,1.228745,1413,3,1779,10,0,0,16,7.3,spam
3,2,2,0,1214,988,1.228745,1413,3,1779,14,0,0,16,7.339,spam
3,2,2,0,1214,988,1.228745,1413,3,1779,18,0,0,16,6.972,spam
3,2,2,0,1214,988,1.228745,1413,3,1779,10,0,0,16,7.35,spam
3,2.166667,2,0,1214,988,1.228745,1413,3,1779,10,0,0,16,7.15,spam
3,2,2,0,1214,988,1.228745,1413,3,1779,12,0,0,16,7.365,spam
4,3.666667,1,0,3003,3308,0.907799,2712,361,363894,4,1,23,19.833,6.088,normal
2,2.2,1.6,0,8,15,0.533333,328,9,1383,2,5,15,18,6.66,spam
1,0,0,0,14493,9038,1.603563,1404,34,162605,1,1,5,8.5,6.063,normal
1,1.5,0.9,0,144,154,0.935065,635,1,887,7,4,11,11.8,8.053,normal
2,0.2,0,0,3,40,75,518,1,10844,1,3,23,8.9,7.587,normal
1,0.833333,0.333333,0,378,222,1.702703,2976,45,78497,5,5,24,15.333,6.708,aggressive
2.4,1.4,1.8,0,173,117,1.478632,768,289,234582,6,2,9,16.4,7.72,spam
1,0,0,0,3,0,3,371,12,8408,8,0,0,5,8.407,normal
1,0,0,0,3,0,3,371,12,8408,3,0,0,4,9.253,normal
1,0,0,0,3,0,3,371,12,8408,4,0,0,6.6,7.633,normal
1,1.25,0,0,3,0,3,371,12,8408,6,0,0,4.75,8.504,normal
4.5,0.833333,1,0,264,287,0.919861,881,67,21699,1,2,5,15,7.976,spam
1,2,0.2,0,3,10,0.3,957,0,776,0,1,5,8.2,11.144,spam
1.333333,1.333333,0.666667,0,158,93,1.698925,734,1,3377,4,1,14,10,8.818,spam
1,0.8,0.2,0,158,93,1.698925,734,1,3377,1,4,12,15.5,7.186,spam
1.166667,1.166667,0.333333,0,158,93,1.698925,734,1,3377,0,0,0,2,20.1,spam
1.2,2.2,0.4,0,158,93,1.698925,734,1,3377,1,0,0,6.667,15.542,normal
1,0.2,0.3,0,162,291,0.556701,2644,1,8891,9,5,31,11.6,7.51,normal
2375,1125,1375,0,448,81,5.530864,804,247,263670,5,1,19,14.25,6.893,normal
1,0,0,0,3,7,0.428571,449,0,17122,3,0,0,3,8.8,spam
2.2,1.8,1,0,453,725,0.624828,986,66,83067,3,1,5,15.6,7.83,spam
2,2.4,1,0,453,725,0.624828,986,66,83067,5,2,9,19.2,6.217,normal
1,0.142857,0.142857,0,9,15,0.6,1143,0,69,3,2,4,5,14.577,normal
2,4.5,1.9,0,211,66,3.19697,2741,38,333256,1,16,0,13.3,8.838,spam
2,4.2,2,0,211,66,3.19697,2741,38,333256,2,14,0,14.6,7.948,spam
2,3.5,1.9,0,211,66,3.19697,2741,38,333256,3,18,0,14.4,7.98,spam
2,3.8,2,0,211,66,3.19697,2741,38,333256,4,16,0,14.3,8.07,spam
2,4.2,1.9,0,211,66,3.19697,2741,38,333256,2,18,0,14.2,8.169,spam
2,3.6,2,0,211,66,3.19697,2741,38,333256,3,14,0,13.4,8.891,spam
2,4.4,2,0,211,66,3.19697,2741,38,333256,1,20,0,14,8.249,spam
2,3.7,1.9,0,211,66,3.19697,2741,38,333256,8,14,0,13.5,8.471,normal
2,4.5,1.8,0,211,66,3.19697,2741,38,333256,6,19,0,14.9,7.902,normal
1,3.5,0,0,2,89,0.022472,497,0,7301,0,0,0,12.8,4.299,spam
1,3,0,0,2,89,0.022472,497,0,7301,0,0,0,13.8,4.692,spam
1,7,0,0,2,89,0.022472,497,0,7301,0,0,0,13.9,4.462,spam
1,7,0,0,2,89,0.022472,497,0,7301,0,0,0,20.75,4.513,spam
3,4,0,0,2,89,0.022472,497,0,7301,0,0,0,14,5.893,spam
2,8.75,0,0,2,89,0.022472,497,0,7301,0,0,2,7.5,4.44,spam
1,3875,0,0,2,89,0.022472,497,0,7301,0,0,0,17,4.36,normal
1,4.1,0,0,1,2,0.5,442,0,722,0,0,0,17,4.359,spam
1,4,0,0,1,2,0.5,442,0,722,0,0,0,7,4.694,spam
1,3.6,0,0,1,2,0.5,442,0,722,0,0,0,9.875,4.533,spam
1,1,1,0,999,1929,0.517885,956,16,29003,2,0,5,13.2,6.464,normal
2.6,1.4,1,0,4996,298,16.765101,2248,57,110001,4,0,0,9,7.253,spam
2625,1.75,1,0,4996,298,16.765101,2248,57,110001,2,0,2,9.2,7.454,spam
2.8,1.6,1,0,4996,298,16.765101,2248,57,110001,1,1,2,8.625,7.92,spam
3.1,1.5,1,0,4996,298,16.765101,2248,57,110001,4,0,2,11,6.589,spam
2.6,1.6,1,0,4996,298,16.765101,2248,57,110001,4,0,2,9.2,7.493,spam
2.8,1.6,1,0,4996,298,16.765101,2248,57,110001,2,0,2,9.4,7.061,spam
2.4,1.2,1,0,4996,298,16.765101,2248,57,110001,4,0,0,8.2,8.131,spam
3,1.4,1,0,4996,298,16.765101,2248,57,110001,0,0,1,8.8,8.142,spam
2.8,2.2,1,0,4996,298,16.765101,2248,57,110001,4,1,0,9.1,7.664,spam
3,1.75,1,0,4996,298,16.765101,2248,57,110001,0,0,1,9.2,7.207,spam
2.8,1.6,1,0,4996,298,16.765101,2248,57,110001,3,0,0,9.2,6.963,spam
2.666667,1.555556,1,0,4996,298,16.765101,2248,57,110001,5,0,1,9.8,6.387,spam
2.9,1.5,1,0,4996,298,16.765101,2248,57,110001,2,0,1,9.714,7.027,spam
2.6,1.6,1,0,4996,298,16.765101,2248,57,110001,4,0,0,8.556,7.583,spam
2.8,1.4,1,0,4996,298,16.765101,2248,57,110001,3,0,0,7.429,8.233,spam
2.833333,1.5,1,0,4996,298,16.765101,2248,57,110001,1,0,1,9,7.263,spam
3,2.2,1,0,4996,298,16.765101,2248,57,110001,3,0,2,8.667,7.82,spam
3,2,1,0,4996,298,16.765101,2248,57,110001,3,0,2,9.8,7.388,spam
2.857143,1.428571,1,0,4996,298,16.765101,2248,57,110001,2,0,1,8.2,8.218,spam
2.428571,1.142857,1,0,4996,298,16.765101,2248,57,110001,0,0,2,10,7.048,spam
2.8,1.2,1,0,4996,298,16.765101,2248,57,110001,1,1,1,9.6,6.958,spam
2.8,2,1,0,4996,298,16.765101,2248,57,110001,5,0,1,10,6.847,spam
2.9,1.8,1,0,4996,298,16.765101,2248,57,110001,7,0,2,8.875,7.202,normal
1,4.3,0,0,4,47,0.085106,846,0,38725,0,0,0,14.6,4.65,spam
1,7,0,0,4,47,0.085106,846,0,38725,0,0,0,12.3,5.057,spam
1,4.1,0,0,4,47,0.085106,846,0,38725,0,0,0,12.143,4.847,spam
1,6.6,0,0,4,47,0.085106,846,0,38725,0,0,0,12.8,5.796,spam
1.1,4.1,0,0,4,47,0.085106,846,0,38725,0,0,0,13.9,4.698,spam
1,3.857143,0,0,4,47,0.085106,846,0,38725,0,0,0,14.2,5.075,spam
1.6,4.2,0,0,4,47,0.085106,846,0,38725,0,0,0,13.2,4.663,normal
1,4.6,0,0,4,47,0.085106,846,0,38725,0,0,0,23,4.078,normal
1,4.5,0,0,4,47,0.085106,846,0,38725,0,0,0,23,4.036,normal
2.2,0.8,0.8,0,141,66,2.136364,2677,2,705,8,5,16,19,5.783,normal
2,3125,1,0,10200,477,21.383648,1769,63,492613,2,0,2,8.6,6.134,spam
2,3,1,0,10200,477,21.383648,1769,63,492613,3,0,1,8.25,6.369,spam
2,2.8,1,0,10200,477,21.383648,1769,63,492613,3,1,3,11,5.703,spam
2,3,1,0,10200,477,21.383648,1769,63,492613,1,0,3,9.667,5.617,spam
2,3.333333,1,0,10200,477,21.383648,1769,63,492613,5,0,3,9.25,5.972,spam
2,2.5,1,0,10200,477,21.383648,1769,63,492613,2,0,4,9,5.876,spam
2,3.666667,1,0,10200,477,21.383648,1769,63,492613,5,1,6,9.429,6.05,spam
2,2.833333,1,0,10200,477,21.383648,1769,63,492613,2,0,1,9.5,5.987,normal
2,0.8,1.8,0,281,280,1.003571,192,33,3488,5,1,10,12.4,8.564,normal
1.4,1,1,0,948,95,9.978947,909,180,238079,4,2,10,15,7.041,normal
1,0.6,0.2,0,77,128,0.601563,383,3,9140,7,4,18,11.8,8.495,normal
1.571429,0.571429,0.428571,0,1,2,0.5,605,0,7458,2,5,10,11.571,8.122,normal
1,0,0,0,8,3,2.666667,380,0,3571,2,1,6,5,13.514,spam
1,0.666667,0,0,8,3,2.666667,380,0,3571,0,3,7,4.4,15.868,spam
1,0,0,0,8,3,2.666667,380,0,3571,0,0,0,3,15.944,normal
1.166667,0.5,0.166667,0,8,3,2.666667,380,0,3571,0,0,0,2.6,15.2,normal
1,0.3,0,0,8,3,2.666667,380,0,3571,0,0,0,2.4,17.367,normal
1,4,0,0,4,10,0.4,329,0,3324,0,0,9,5.4,7.034,spam
1,1.5,0,0,4,10,0.4,329,0,3324,0,0,9,5.9,6.032,spam
1,1.9,0,0,1,1,1,331,0,452,0,2,3,4.556,7.715,spam
2,1.444444,0,0,1,1,1,331,0,452,0,0,5,4.778,6.456,spam
1,1.666667,0,0,1,1,1,331,0,452,0,0,8,5.6,6.471,spam
1,1.444444,0,0,1,1,1,331,0,452,0,3,2,6.222,9.719,spam
1,2.4,0,0,1,1,1,331,0,452,0,3,4,5.4,6.533,spam
1,2.9,0,0,1,1,1,331,0,452,3,1,6,13,7.871,spam
1.2,1.4,0,0,1,1,1,331,0,452,0,0,3,5,6.498,normal
3,0.6,2,0,4,41,0.097561,152,3,357,0,0,0,4,6.667,spam
3.111111,1.222222,1,0,241,31,7.774194,1278,44,411569,5,5,16,17.667,6.628,spam
3.2,3.6,1,0,241,31,7.774194,1278,44,411569,3,0,0,6.1,11.257,spam
4,1.6,1,0,241,31,7.774194,1278,44,411569,6,1,2,10,9.179,spam
3.285714,1.714286,1,0,241,31,7.774194,1278,44,411569,1,0,0,5.9,11.239,spam
3.1,1.5,1,0,241,31,7.774194,1278,44,411569,6,1,1,11.167,8.521,spam
3.3,1.9,1,0,241,31,7.774194,1278,44,411569,2,0,0,7.8,9.013,spam
4.6,1.2,1,0,241,31,7.774194,1278,44,411569,1,0,0,5,12.179,normal
4.666667,1.833333,1,0,241,31,7.774194,1278,44,411569,5,0,0,9.8,8.632,normal
2,6.4,1,0,511,62,8.241935,2748,77,376713,2,0,0,5.714,11.306,spam
2,6.166667,1,0,511,62,8.241935,2748,77,376713,3,1,12,17.875,6.639,spam
1875,6625,1,0,511,62,8.241935,2748,77,376713,8,1,16,19,6.214,spam
2.142857,5.714286,1,0,511,62,8.241935,2748,77,376713,9,0,10,18.4,6.555,normal
1,2,0.6,0,253,2,126.5,830,29,164266,4,0,12,19.333,6.177,spam
1,1.714286,1,0,253,2,126.5,830,29,164266,9,1,10,11.7,5.777,spam
1,1.6,0.4,0,253,2,126.5,830,29,164266,1,0,1,8.8,5.619,normal
1,1.8,0.4,0,253,2,126.5,830,29,164266,5,1,5,11.8,5.657,normal
1,1.8,0,0,575,347,1.657061,1008,4,86714,3,0,0,12,6.569,spam
1,1.6,0,0,575,347,1.657061,1008,4,86714,8,0,6,7.8,7.158,spam
2,1.1,0,0,575,347,1.657061,1008,4,86714,3,1,12,9.1,8.708,spam
2,1.3,0,0,575,347,1.657061,1008,4,86714,3,4,13,9.4,8.8,spam
1,1,0,0,575,347,1.657061,1008,4,86714,11,0,8,8.4,6.727,spam
1,1,0,0,575,347,1.657061,1008,4,86714,8,0,10,11.2,7.415,spam
2,1,0,0,575,347,1.657061,1008,4,86714,0,0,0,7.2,7.088,normal
3,0.166667,1,0,23351,8399,2.780212,1162,66,47447,11,10,0,8.4,6.419,aggressive
1.8,0.9,0.1,0,83,29,2.862069,426,40,33809,1,0,6,9.833,6.67,normal
1,0.6,2,0,46,0,46,565,11,18305,1,2,8,14,7.598,normal
3,0.4,2,0,80,63,1.269841,213,46,5038,5,5,16,10.4,7.926,aggressive
1,625,125,0,11,22,0.5,426,0,4631,2,1,9,14,7.47,spam
1,2.4,0,0,14,44,0.318182,570,0,4372,3,1,4,6.5,6.19,normal
3,3,0,0,0,34,0,415,0,3730,0,1,2,7.4,5.268,spam
2,2,0,0,0,34,0,415,0,3730,6,0,0,7.4,5.178,normal
1,0,0,0,3,307,0.009772,841,0,3589,2,0,0,7,5.159,normal
1,0,0,0,1,319,0.003135,841,0,3552,0,0,0,6,12.833,normal
1.9,0.3,0.3,0,1,0,1,377,3,2402,0,0,0,10,6.4,aggressive
3.1,1.3,1.1,0,1,0,1,377,3,2402,0,0,2,6,13.367,normal
1,0.6,0.4,0,1,78,0.012821,551,1,2203,0,0,1,10.4,5.651,normal
1,0.4,0.1,0,7,57,0.122807,763,5,1759,3,2,10,11.6,10.858,spam
1,5.4,0.2,0,39,45,0.866667,416,1,1751,5,9,20,15,8.269,normal
2,0.333333,0,0,2,12,0.166667,339,0,1632,3,0,0,7.2,6.335,normal
1,2.7,0,0,2,5,0.4,413,0,1366,0,4,7,10,9.831,spam
1.6,1.2,1,0,0,0,0,369,0,708,3,2,3,5.2,6.698,spam
1.3,1,0.8,0,0,0,0,369,0,708,2,5,8,5.7,14.389,normal
1,3.75,0,0,0,5,0,414,0,653,0,0,6,4.5,15.835,spam
1,1375,0,0,0,5,0,410,0,584,0,0,0,9.625,4.882,spam
1.75,0.75,0.75,0,6,0,6,402,0,568,0,0,0,12.125,4.907,normal
2,1.8,1,0,10,0,10,329,3,497,0,0,0,13.1,5.531,normal
2,1.714286,1,0,10,0,10,329,3,497,0,0,0,8.8,5.054,normal
2,1.8,1,0,10,0,10,329,3,497,3,3,11,13,8.557,normal
1.333333,4.166667,1.166667,0,3,50,0.06,1245,1,274,0,4,14,16,6.787,normal
1,2,0,0,0,0,0,336,0,258,0,0,0,5.143,5.21,spam
1,2.5,0,0,0,0,0,336,0,258,0,0,0,5.7,5.855,normal
1,6,0,0,0,0,0,336,0,258,0,0,9,14.714,4.476,normal
1,2.285714,0,0,0,1,0,343,0,224,0,0,0,12.8,5.921,spam
1,1.333333,0,0,0,1,0,343,0,224,0,0,0,10,4.549,normal
1,3.666667,0,0,0,5,0,405,0,149,0,0,0,9,5.622,spam
1,1.222222,0,0,0,5,0,405,0,149,0,0,6,8.6,5.19,spam
1,4.2,0,0,0,5,0,405,0,149,0,0,0,11,6.982,spam
1,2.4,0,0,0,5,0,405,0,149,0,0,0,14,4.955,spam
1,2,0,0,0,5,0,405,0,149,0,0,6,8.6,5.178,spam
1,2.6,0,0,0,5,0,344,0,111,0,0,0,7.333,5.108,spam
1,1,1,0,0,14,0,353,0,84,0,0,0,9.6,4.894,spam
1,1,0.333333,0,1,0,1,362,0,67,0,0,1,13.333,5.715,normal
1,1.6,0,0,0,0,0,348,0,59,0,0,0,17.5,6.08,spam
1,1.25,0,0,0,0,0,348,0,59,0,0,0,11,6.691,normal
1,1.6,0,0,0,5,0,405,0,33,4,2,14,13.143,6.294,normal
1,0.166667,0.333333,0,0,0,0,362,0,27,0,0,3,12.4,6.866,normal
1,1.6,0,0,0,0,0,348,0,5,0,0,3,12.4,6.866,spam
1,2,0,0,0,0,0,348,0,5,8,7,15,17.167,6.102,spam
1,0,2,0,20877,2,10438.5,2621,653,1447,8,3,18,13.833,6.357,spam
1625,875,1,0,283709,235350,1.205477,2202,4327,323778,7,0,7,9.857,9.147,normal
1.285714,1.428571,0,0,283709,235350,1.205477,2202,4327,323778,5,7,23,15.125,6.275,normal
3.571429,1,1,0,74540,67472,1.104755,969,1075,758044,5,0,20,17,4.742,spam
3.571429,1.428571,1,0,74540,67472,1.104755,969,1075,758044,9,2,13,17.857,6.79,normal
3.8,1.4,1,0,74540,67472,1.104755,969,1075,758044,6,1,20,19.571,6.127,normal
3.666667,1,1,0,74540,67472,1.104755,969,1075,758044,8,1,8,16.5,7.43,normal
1.7,0.5,0.5,0,33704,28631,1.177186,2833,721,260696,2,2,10,16.6,7.411,spam
1.4,0.4,0,0,1,0,1,426,0,1888,7,0,18,11.3,8.625,normal
2.4,1.4,0.6,-0.1,3593,2983,1.204492,2023,146,54449,13,9,21,15.4,8.05,normal
3.4,1.4,1,-0.1,15338,9083,1.688649,476,428,251637,11,0,23,16.4,7.444,normal
3.5,1.3,1,-0.1,15338,9083,1.688649,476,428,251637,7,1,16,15.9,7.825,normal
3.5,1.4,1,-0.1,15338,9083,1.688649,476,428,251637,5,3,16,16.6,7.437,normal
2,2.6,1,-0.1,978,285,3.431579,2803,74,249955,17,2,8,12.4,6.847,spam
1,3.2,0.8,-0.1,2079,2514,0.826969,2022,152,47404,8,2,4,10.5,8.564,spam
1,3.2,0.8,-0.1,2079,2514,0.826969,2022,152,47404,8,2,4,10.5,8.564,normal
1.1,1.1,0.7,-0.1,10339,3014,3.430325,1047,124,102931,2,6,6,6.7,12.517,normal
1.7,1,0.6,-0.1,660,609,1.083744,994,105,129034,1,14,17,14.2,9.451,spam
1.7,3.1,0.1,-0.1,46,47,0.978723,652,25,43553,1,0,8,9.3,9.584,normal
1,0.7,0.4,-0.1,29,54,0.537037,954,5,28626,7,1,10,11,8.767,normal
1,1,0.1,-0.1,1,2,0.5,605,0,7458,3,6,15,11,7.495,normal
1,2.6,0,-0.1,1,1,1,331,0,452,1,1,10,5.6,6.313,spam
3.2,1.5,1,-0.1,241,31,7.774194,1278,44,411569,2,0,0,6.1,11.38,spam
2.6,1,0.6,-0.1,1,0,1,377,3,2402,3,4,14,14,9.353,bully
3.666667,2.111111,1,-0.11,15338,9083,1.688649,476,428,251637,4,3,20,16.889,7.247,normal
1,2.444444,0,-0.11,2051,2025,1.01284,1729,35,482944,2,0,3,7.778,5.338,normal
3,2.333333,2,-0.11,5,0,5,310,2,738,6,5,20,14.889,7.839,spam
3125,1875,1,-0.13,24753,23921,1.034781,1152,732,299542,6,2,14,13.75,7.945,normal
2875,1375,1,-0.13,4996,298,16.765101,2248,57,110001,5,0,1,9.5,7.295,normal
2,2875,1,-0.13,10200,477,21.383648,1769,63,492613,4,0,3,8.875,6.013,spam
2,2375,625,-0.13,375,261,1.436782,1062,13,4943,6,1,23,13.75,7.96,normal
1,0,1,-0.13,78,101,0.772277,1150,0,16051,4,1,4,13.75,7.2,spam
3,2,2,-0.14,4883,3189,1.531201,801,1952,265154,8,0,1,12,7.768,spam
4.428571,2.142857,0.428571,-0.14,22,211,0.104265,181,0,217,4,9,19,19.286,5.716,normal
1,0.428571,2,-0.14,365,254,1.437008,1750,10,12273,8,0,8,10.571,8.866,normal
0.857143,0.571429,0.285714,-0.14,69,670,0.102985,2020,0,906,2,2,16,15.857,5.884,normal
1.857143,0.714286,0,-0.14,83,29,2.862069,426,40,33809,2,3,7,6.857,8.925,normal
1,0.285714,0.285714,-0.14,18,7,2.571429,364,8,15536,0,3,12,11,7.213,normal
1.142857,3,0,-0.14,37774,28511,1.324892,2541,2726,271172,12,4,35,21.429,4.663,normal
1.5,1,0.5,-0.17,323,381,0.847769,743,9,6039,3,2,13,14,7.714,normal
2,5,1,-0.17,293,239,1.225941,558,35,6160,0,0,24,17,7.196,normal
2,0.833333,0.333333,-0.17,945,1203,0.785536,1584,64,15558,9,7,16,14.167,7.873,normal
2.666667,0.5,0.666667,-0.17,636,662,0.960725,285,43,47991,2,3,8,15,7.857,normal
